date,flight_number,departure,destination,travel_class,service,component,dish_type,region,passengers,ratio,load_factor,price_per_dish,co2_per_item,departure_time,arrival_time,flight_duration,route,departure_latitude,departure_longitude,destination_latitude,destination_longitude,departure_tavg,departure_tmin,departure_tmax,departure_prcp,departure_snow,departure_wdir,departure_wspd,departure_wpgt,departure_pres,departure_tsun,destination_tavg,destination_tmin,destination_tmax,destination_prcp,destination_snow,destination_wdir,destination_wspd,destination_wpgt,destination_pres,destination_tsun
2025-01-16,4Y002,FRA,SIN,Business,First,Starter,Meat,Asia,37,0.6,1.2,5.0,2.5,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y002,FRA,SIN,Business,First,Starter,Veg,Asia,37,0.6,1.2,4.5,1.2,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y002,FRA,SIN,Business,First,Main,Meat,Asia,37,0.4,1.2,5.0,2.5,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y002,FRA,SIN,Business,First,Main,Veg,Asia,37,0.4,1.2,4.5,1.2,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y002,FRA,SIN,Business,First,Main,Fish,Asia,37,0.4,1.2,6.0,3.0,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y002,FRA,SIN,Business,First,Dessert,Cheese,Asia,37,0.6,1.2,3.5,1.8,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y002,FRA,SIN,Business,First,Dessert,Sweet,Asia,37,0.6,1.2,2.5,0.8,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y002,FRA,SIN,Business,Second,Breakfast,Breakfast,Asia,37,1.0,1.0,4.0,1.5,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y002,FRA,SIN,Business,Second,Dinner,Meat,Asia,37,0.6,1.2,5.0,2.5,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y002,FRA,SIN,Business,Second,Dinner,Veg,Asia,37,0.6,1.2,4.5,1.2,10:17,18:17,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.2,25.3,29.5,4.1,,40.0,10.9,,1010.2,
2025-01-16,4Y003,FRA,LAX,Business,First,Starter,Meat,North America,40,0.6,1.2,5.0,2.5,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y003,FRA,LAX,Business,First,Starter,Veg,North America,40,0.6,1.2,4.5,1.2,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y003,FRA,LAX,Business,First,Main,Meat,North America,40,0.4,1.2,5.0,2.5,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y003,FRA,LAX,Business,First,Main,Veg,North America,40,0.4,1.2,4.5,1.2,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y003,FRA,LAX,Business,First,Main,Fish,North America,40,0.4,1.2,6.0,3.0,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y003,FRA,LAX,Business,First,Dessert,Cheese,North America,40,0.6,1.2,3.5,1.8,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y003,FRA,LAX,Business,First,Dessert,Sweet,North America,40,0.6,1.2,2.5,0.8,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y003,FRA,LAX,Business,Second,Breakfast,Breakfast,North America,40,1.0,1.0,4.0,1.5,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y003,FRA,LAX,Business,Second,Dinner,Meat,North America,40,0.6,1.2,5.0,2.5,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y003,FRA,LAX,Business,Second,Dinner,Veg,North America,40,0.6,1.2,4.5,1.2,14:44,17:44,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,14.2,10.3,18.9,0.0,,72.0,8.0,,1021.4,
2025-01-16,4Y004,FRA,BKK,Business,First,Starter,Meat,Asia,49,0.6,1.2,5.0,2.5,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y004,FRA,BKK,Business,First,Starter,Veg,Asia,49,0.6,1.2,4.5,1.2,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y004,FRA,BKK,Business,First,Main,Meat,Asia,49,0.4,1.2,5.0,2.5,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y004,FRA,BKK,Business,First,Main,Veg,Asia,49,0.4,1.2,4.5,1.2,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y004,FRA,BKK,Business,First,Main,Fish,Asia,49,0.4,1.2,6.0,3.0,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y004,FRA,BKK,Business,First,Dessert,Cheese,Asia,49,0.6,1.2,3.5,1.8,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y004,FRA,BKK,Business,First,Dessert,Sweet,Asia,49,0.6,1.2,2.5,0.8,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y004,FRA,BKK,Business,Second,Breakfast,Breakfast,Asia,49,1.0,1.0,4.0,1.5,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y004,FRA,BKK,Business,Second,Dinner,Meat,Asia,49,0.6,1.2,5.0,2.5,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y004,FRA,BKK,Business,Second,Dinner,Veg,Asia,49,0.6,1.2,4.5,1.2,17:45,11:15,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,27.9,22.0,33.0,0.0,,47.0,6.2,,1011.7,
2025-01-16,4Y005,FRA,HND,Business,First,Starter,Meat,Asia,33,0.6,1.2,5.0,2.5,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y005,FRA,HND,Business,First,Starter,Veg,Asia,33,0.6,1.2,4.5,1.2,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y005,FRA,HND,Business,First,Main,Meat,Asia,33,0.4,1.2,5.0,2.5,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y005,FRA,HND,Business,First,Main,Veg,Asia,33,0.4,1.2,4.5,1.2,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y005,FRA,HND,Business,First,Main,Fish,Asia,33,0.4,1.2,6.0,3.0,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y005,FRA,HND,Business,First,Dessert,Cheese,Asia,33,0.6,1.2,3.5,1.8,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y005,FRA,HND,Business,First,Dessert,Sweet,Asia,33,0.6,1.2,2.5,0.8,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y005,FRA,HND,Business,Second,Breakfast,Breakfast,Asia,33,1.0,1.0,4.0,1.5,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y005,FRA,HND,Business,Second,Dinner,Meat,Asia,33,0.6,1.2,5.0,2.5,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y005,FRA,HND,Business,Second,Dinner,Veg,Asia,33,0.6,1.2,4.5,1.2,05:32,19:32,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,20.8,15.5,26.8,,,57.0,3.0,,1017.2,
2025-01-16,4Y006,FRA,GRU,Business,First,Starter,Meat,South America,49,0.6,1.2,5.0,2.5,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y006,FRA,GRU,Business,First,Starter,Veg,South America,49,0.6,1.2,4.5,1.2,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y006,FRA,GRU,Business,First,Main,Meat,South America,49,0.4,1.2,5.0,2.5,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y006,FRA,GRU,Business,First,Main,Veg,South America,49,0.4,1.2,4.5,1.2,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y006,FRA,GRU,Business,First,Main,Fish,South America,49,0.4,1.2,6.0,3.0,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y006,FRA,GRU,Business,First,Dessert,Cheese,South America,49,0.6,1.2,3.5,1.8,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y006,FRA,GRU,Business,First,Dessert,Sweet,South America,49,0.6,1.2,2.5,0.8,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y006,FRA,GRU,Business,Second,Breakfast,Breakfast,South America,49,1.0,1.0,4.0,1.5,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y006,FRA,GRU,Business,Second,Dinner,Meat,South America,49,0.6,1.2,5.0,2.5,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y006,FRA,GRU,Business,Second,Dinner,Veg,South America,49,0.6,1.2,4.5,1.2,19:30,04:30,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,25.0,20.3,31.3,9.3,,343.0,9.4,,1013.7,
2025-01-16,4Y007,FRA,LHR,Business,First,Breakfast,Breakfast,Europe,41,1.0,1.0,4.0,1.5,09:02,10:02,01:00,cont,50.02441255,8.555200257325986,51.46773895,-0.4587800741571181,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,7.5,6.1,9.2,0.0,,168.0,6.9,18.5,1034.1,
2025-01-16,4Y007,FRA,LHR,Business,First,Hot Meal,Meat,Europe,41,0.6,1.2,5.0,2.5,09:02,10:02,01:00,cont,50.02441255,8.555200257325986,51.46773895,-0.4587800741571181,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,7.5,6.1,9.2,0.0,,168.0,6.9,18.5,1034.1,
2025-01-16,4Y007,FRA,LHR,Business,First,Hot Meal,Veg,Europe,41,0.6,1.2,4.5,1.2,09:02,10:02,01:00,cont,50.02441255,8.555200257325986,51.46773895,-0.4587800741571181,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,7.5,6.1,9.2,0.0,,168.0,6.9,18.5,1034.1,
2025-01-16,4Y008,FRA,CDG,Business,First,Breakfast,Breakfast,Europe,36,1.0,1.0,4.0,1.5,04:18,05:18,01:00,cont,50.02441255,8.555200257325986,49.0068908,2.5710819691019156,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,2.9,0.7,4.4,0.0,,65.0,10.7,18.5,1035.4,
2025-01-16,4Y008,FRA,CDG,Business,First,Hot Meal,Meat,Europe,36,0.6,1.2,5.0,2.5,04:18,05:18,01:00,cont,50.02441255,8.555200257325986,49.0068908,2.5710819691019156,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,2.9,0.7,4.4,0.0,,65.0,10.7,18.5,1035.4,
2025-01-16,4Y008,FRA,CDG,Business,First,Hot Meal,Veg,Europe,36,0.6,1.2,4.5,1.2,04:18,05:18,01:00,cont,50.02441255,8.555200257325986,49.0068908,2.5710819691019156,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,2.9,0.7,4.4,0.0,,65.0,10.7,18.5,1035.4,
2025-01-16,4Y009,FRA,MAD,Business,First,Breakfast,Breakfast,Europe,48,1.0,1.0,4.0,1.5,06:53,08:53,02:00,cont,50.02441255,8.555200257325986,40.4952269,-3.573373302702902,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,2.4,-2.6,10.4,0.0,,13.0,10.6,24.1,1025.4,
2025-01-16,4Y009,FRA,MAD,Business,First,Hot Meal,Meat,Europe,48,0.6,1.2,5.0,2.5,06:53,08:53,02:00,cont,50.02441255,8.555200257325986,40.4952269,-3.573373302702902,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,2.4,-2.6,10.4,0.0,,13.0,10.6,24.1,1025.4,
2025-01-16,4Y009,FRA,MAD,Business,First,Hot Meal,Veg,Europe,48,0.6,1.2,4.5,1.2,06:53,08:53,02:00,cont,50.02441255,8.555200257325986,40.4952269,-3.573373302702902,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,2.4,-2.6,10.4,0.0,,13.0,10.6,24.1,1025.4,
2025-01-16,4Y010,FRA,AMS,Business,First,Breakfast,Breakfast,Europe,60,1.0,1.0,4.0,1.5,12:00,13:00,01:00,cont,50.02441255,8.555200257325986,52.32698005,4.74150530038293,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,5.4,2.4,6.8,0.0,,173.0,10.1,20.4,1036.1,
2025-01-16,4Y010,FRA,AMS,Business,First,Hot Meal,Meat,Europe,60,0.6,1.2,5.0,2.5,12:00,13:00,01:00,cont,50.02441255,8.555200257325986,52.32698005,4.74150530038293,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,5.4,2.4,6.8,0.0,,173.0,10.1,20.4,1036.1,
2025-01-16,4Y010,FRA,AMS,Business,First,Hot Meal,Veg,Europe,60,0.6,1.2,4.5,1.2,12:00,13:00,01:00,cont,50.02441255,8.555200257325986,52.32698005,4.74150530038293,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,5.4,2.4,6.8,0.0,,173.0,10.1,20.4,1036.1,
2025-01-16,4Y011,FRA,BCN,Business,First,Breakfast,Breakfast,Europe,40,1.0,1.0,4.0,1.5,18:06,20:06,02:00,cont,50.02441255,8.555200257325986,41.29694395,2.0790473629813215,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,8.0,4.5,11.7,0.3,,30.0,24.2,29.6,1026.0,
2025-01-16,4Y011,FRA,BCN,Business,First,Hot Meal,Meat,Europe,40,0.6,1.2,5.0,2.5,18:06,20:06,02:00,cont,50.02441255,8.555200257325986,41.29694395,2.0790473629813215,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,8.0,4.5,11.7,0.3,,30.0,24.2,29.6,1026.0,
2025-01-16,4Y011,FRA,BCN,Business,First,Hot Meal,Veg,Europe,40,0.6,1.2,4.5,1.2,18:06,20:06,02:00,cont,50.02441255,8.555200257325986,41.29694395,2.0790473629813215,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,8.0,4.5,11.7,0.3,,30.0,24.2,29.6,1026.0,
2025-01-16,4Y012,FRA,ZRH,Business,First,Breakfast,Breakfast,Europe,38,1.0,1.0,4.0,1.5,15:40,16:40,01:00,cont,50.02441255,8.555200257325986,47.463388050000006,8.553366081422642,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,1.3,0.1,2.4,0.0,,36.0,11.4,31.5,1035.3,
2025-01-16,4Y012,FRA,ZRH,Business,First,Hot Meal,Meat,Europe,38,0.6,1.2,5.0,2.5,15:40,16:40,01:00,cont,50.02441255,8.555200257325986,47.463388050000006,8.553366081422642,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,1.3,0.1,2.4,0.0,,36.0,11.4,31.5,1035.3,
2025-01-16,4Y012,FRA,ZRH,Business,First,Hot Meal,Veg,Europe,38,0.6,1.2,4.5,1.2,15:40,16:40,01:00,cont,50.02441255,8.555200257325986,47.463388050000006,8.553366081422642,2.8,0.7,5.3,0.0,,55.0,7.6,18.5,1037.6,,1.3,0.1,2.4,0.0,,36.0,11.4,31.5,1035.3,
2025-01-17,4Y001,FRA,JFK,Business,First,Starter,Meat,North America,34,0.6,1.2,5.0,2.5,05:55,08:55,08:00,intercont,50.02441255,8.555200257325986,40.642947899999996,-73.7793733748521,-0.6,-4.6,1.6,1.6,0.0,2.0,14.0,38.5,1001.1,6.0,-3.5,-5.5,0.6,0.0,30.0,257.0,18.4,,1020.6,
