date,flight_number,departure,destination,travel_class,service,component,dish_type,region,passengers,amount_loaded,amount_predicted_demand,amount_used,amount_missed_order,recommended_ratio,ratio,load_factor,price_per_dish,co2_per_item,items_saved,potential_cost_savings,potential_co2_savings,customer_satisfaction,departure_time,arrival_time,flight_duration,route,departure_latitude,departure_longitude,destination_latitude,destination_longitude,departure_tavg,departure_tmin,departure_tmax,departure_prcp,departure_snow,departure_wdir,departure_wspd,departure_wpgt,departure_pres,departure_tsun,destination_tavg,destination_tmin,destination_tmax,destination_prcp,destination_snow,destination_wdir,destination_wspd,destination_wpgt,destination_pres,destination_tsun
2024-01-16,4Y002,FRA,SIN,Business,First,Starter,Meat,Asia,51,30,23,23,0,"0,45","0,6","1,2",5,"2,5",7,35,"17,5",91,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y002,FRA,SIN,Business,First,Starter,Veg,Asia,51,30,24,23,0,"0,47","0,6","1,2","4,5","1,2",6,27,"7,2",94,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y002,FRA,SIN,Business,First,Main,Meat,Asia,51,20,18,17,0,"0,35","0,4","1,2",5,"2,5",2,10,5,78,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y002,FRA,SIN,Business,First,Main,Veg,Asia,51,20,16,17,0,"0,31","0,4","1,2","4,5","1,2",0,0,0,78,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y002,FRA,SIN,Business,First,Main,Fish,Asia,51,20,17,17,0,"0,33","0,4","1,2",6,3,3,18,9,82,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y002,FRA,SIN,Business,First,Dessert,Cheese,Asia,51,30,23,24,0,"0,45","0,6","1,2","3,5","1,8",0,0,0,92,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y002,FRA,SIN,Business,First,Dessert,Sweet,Asia,51,30,24,24,0,"0,47","0,6","1,2","2,5","0,8",6,15,"4,8",80,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y002,FRA,SIN,Business,Second,Breakfast,,Asia,51,51,47,47,0,"0,92",1,1,0,0,4,0,0,98,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y002,FRA,SIN,Business,Second,Dinner,Meat,Asia,51,30,24,25,0,"0,47","0,6","1,2",5,"2,5",0,0,0,66,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y002,FRA,SIN,Business,Second,Dinner,Veg,Asia,51,30,28,28,0,"0,55","0,6","1,2","4,5","1,2",2,9,"2,4",93,13:16,21:16,12:00,intercont,50.02441255,8.555200257325986,1.352975,103.99605546603934,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,26.6,24.0,30.1,3.0,,338.0,11.7,,1010.1,
2024-01-16,4Y003,FRA,LAX,Business,First,Starter,Meat,North America,49,29,26,26,0,"0,53","0,6","1,2",5,"2,5",3,15,"7,5",95,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y003,FRA,LAX,Business,First,Starter,Veg,North America,49,29,21,22,0,"0,43","0,6","1,2","4,5","1,2",0,0,0,79,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y003,FRA,LAX,Business,First,Main,Meat,North America,49,19,12,13,0,"0,24","0,4","1,2",5,"2,5",0,0,0,84,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y003,FRA,LAX,Business,First,Main,Veg,North America,49,19,17,16,0,"0,35","0,4","1,2","4,5","1,2",2,9,"2,4",94,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y003,FRA,LAX,Business,First,Main,Fish,North America,49,19,13,14,0,"0,27","0,4","1,2",6,3,0,0,0,95,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y003,FRA,LAX,Business,First,Dessert,Cheese,North America,49,29,25,24,0,"0,51","0,6","1,2","3,5","1,8",4,14,"7,2",88,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y003,FRA,LAX,Business,First,Dessert,Sweet,North America,49,29,20,20,0,"0,41","0,6","1,2","2,5","0,8",9,"22,5","7,2",98,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y003,FRA,LAX,Business,Second,Breakfast,,North America,49,49,35,37,0,"0,71",1,1,0,0,0,0,0,91,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y003,FRA,LAX,Business,Second,Dinner,Meat,North America,49,29,21,20,0,"0,43","0,6","1,2",5,"2,5",8,40,20,70,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y003,FRA,LAX,Business,Second,Dinner,Veg,North America,49,29,26,25,0,"0,53","0,6","1,2","4,5","1,2",3,"13,5","3,6",79,13:49,16:49,11:00,intercont,50.02441255,8.555200257325986,33.94216754999999,-118.42135906141587,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,12.7,8.9,16.7,0.0,,309.0,8.3,,1018.0,
2024-01-16,4Y004,FRA,BKK,Business,First,Starter,Meat,Asia,54,32,26,25,0,"0,48","0,6","1,2",5,"2,5",6,30,15,70,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y004,FRA,BKK,Business,First,Starter,Veg,Asia,54,32,30,31,0,"0,56","0,6","1,2","4,5","1,2",0,0,0,80,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y004,FRA,BKK,Business,First,Main,Meat,Asia,54,21,18,18,0,"0,33","0,4","1,2",5,"2,5",3,15,"7,5",81,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y004,FRA,BKK,Business,First,Main,Veg,Asia,54,21,16,17,0,"0,3","0,4","1,2","4,5","1,2",0,0,0,69,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y004,FRA,BKK,Business,First,Main,Fish,Asia,54,21,18,18,0,"0,33","0,4","1,2",6,3,3,18,9,70,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y004,FRA,BKK,Business,First,Dessert,Cheese,Asia,54,32,24,24,0,"0,44","0,6","1,2","3,5","1,8",8,28,"14,4",98,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y004,FRA,BKK,Business,First,Dessert,Sweet,Asia,54,32,25,26,0,"0,46","0,6","1,2","2,5","0,8",0,0,0,83,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y004,FRA,BKK,Business,Second,Breakfast,,Asia,54,54,48,49,0,"0,89",1,1,0,0,0,0,0,66,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y004,FRA,BKK,Business,Second,Dinner,Meat,Asia,54,32,24,25,0,"0,44","0,6","1,2",5,"2,5",0,0,0,85,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y004,FRA,BKK,Business,Second,Dinner,Veg,Asia,54,32,24,24,0,"0,44","0,6","1,2","4,5","1,2",8,36,"9,6",89,16:59,10:29,10:00,intercont,50.02441255,8.555200257325986,13.68187665,100.74858027718852,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,27.9,24.2,32.3,0.0,,63.0,7.9,,1012.0,
2024-01-16,4Y005,FRA,HND,Business,First,Starter,Meat,Asia,57,34,24,23,0,"0,42","0,6","1,2",5,"2,5",10,50,25,83,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y005,FRA,HND,Business,First,Starter,Veg,Asia,57,34,22,23,0,"0,39","0,6","1,2","4,5","1,2",0,0,0,68,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y005,FRA,HND,Business,First,Main,Meat,Asia,57,22,17,17,0,"0,3","0,4","1,2",5,"2,5",5,25,"12,5",75,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y005,FRA,HND,Business,First,Main,Veg,Asia,57,22,19,19,0,"0,33","0,4","1,2","4,5","1,2",3,"13,5","3,6",69,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y005,FRA,HND,Business,First,Main,Fish,Asia,57,22,16,15,0,"0,28","0,4","1,2",6,3,6,36,18,77,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y005,FRA,HND,Business,First,Dessert,Cheese,Asia,57,34,31,29,0,"0,54","0,6","1,2","3,5","1,8",3,"10,5","5,4",72,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y005,FRA,HND,Business,First,Dessert,Sweet,Asia,57,34,27,26,0,"0,47","0,6","1,2","2,5","0,8",7,"17,5","5,6",97,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y005,FRA,HND,Business,Second,Breakfast,,Asia,57,57,49,51,0,"0,86",1,1,0,0,0,0,0,82,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y005,FRA,HND,Business,Second,Dinner,Meat,Asia,57,34,28,28,0,"0,49","0,6","1,2",5,"2,5",6,30,15,89,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y005,FRA,HND,Business,Second,Dinner,Veg,Asia,57,34,23,24,0,"0,4","0,6","1,2","4,5","1,2",0,0,0,68,05:24,19:24,10:00,intercont,50.02441255,8.555200257325986,21.0862162,79.0637884,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,21.3,15.0,29.0,0.0,,17.0,4.5,,1013.4,
2024-01-16,4Y006,FRA,GRU,Business,First,Starter,Meat,South America,45,27,24,24,0,"0,53","0,6","1,2",5,"2,5",3,15,"7,5",97,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y006,FRA,GRU,Business,First,Starter,Veg,South America,45,27,26,26,0,"0,58","0,6","1,2","4,5","1,2",1,"4,5","1,2",99,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y006,FRA,GRU,Business,First,Main,Meat,South America,45,18,14,14,0,"0,31","0,4","1,2",5,"2,5",4,20,10,69,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y006,FRA,GRU,Business,First,Main,Veg,South America,45,18,14,14,0,"0,31","0,4","1,2","4,5","1,2",4,18,"4,8",97,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y006,FRA,GRU,Business,First,Main,Fish,South America,45,18,13,13,0,"0,29","0,4","1,2",6,3,5,30,15,78,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y006,FRA,GRU,Business,First,Dessert,Cheese,South America,45,27,24,24,0,"0,53","0,6","1,2","3,5","1,8",3,"10,5","5,4",87,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y006,FRA,GRU,Business,First,Dessert,Sweet,South America,45,27,27,26,0,"0,6","0,6","1,2","2,5","0,8",0,0,0,75,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y006,FRA,GRU,Business,Second,Breakfast,,South America,45,45,41,40,0,"0,91",1,1,0,0,4,0,0,96,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y006,FRA,GRU,Business,Second,Dinner,Meat,South America,45,27,20,20,0,"0,44","0,6","1,2",5,"2,5",7,35,"17,5",94,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y006,FRA,GRU,Business,Second,Dinner,Veg,South America,45,27,19,19,0,"0,42","0,6","1,2","4,5","1,2",8,36,"9,6",86,22:40,07:40,11:00,intercont,50.02441255,8.555200257325986,-23.437859000000003,-46.48055622681591,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,25.3,21.3,31.2,1.5,,338.0,12.0,,1015.0,
2024-01-16,4Y007,FRA,LHR,Business,First,Breakfast,,Europe,49,49,42,42,0,"0,86",1,1,0,0,7,0,0,90,02:23,03:23,01:00,cont,50.02441255,8.555200257325986,51.46773895,-0.4587800741571181,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,-0.6,-5.4,5.5,0.0,,217.0,7.8,29.0,1008.2,
2024-01-16,4Y007,FRA,LHR,Business,First,Hot Meal,Meat,Europe,49,29,27,26,0,"0,55","0,6","1,2",5,"2,5",2,10,5,72,02:23,03:23,01:00,cont,50.02441255,8.555200257325986,51.46773895,-0.4587800741571181,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,-0.6,-5.4,5.5,0.0,,217.0,7.8,29.0,1008.2,
2024-01-16,4Y007,FRA,LHR,Business,First,Hot Meal,Veg,Europe,49,29,27,27,0,"0,55","0,6","1,2","4,5","1,2",2,9,"2,4",97,02:23,03:23,01:00,cont,50.02441255,8.555200257325986,51.46773895,-0.4587800741571181,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,-0.6,-5.4,5.5,0.0,,217.0,7.8,29.0,1008.2,
2024-01-16,4Y008,FRA,CDG,Business,First,Breakfast,,Europe,32,32,30,30,0,"0,94",1,1,0,0,2,0,0,91,12:09,13:09,01:00,cont,50.02441255,8.555200257325986,49.0068908,2.5710819691019156,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,-1.1,-5.0,3.5,0.0,,140.0,6.6,20.4,1011.0,
2024-01-16,4Y008,FRA,CDG,Business,First,Hot Meal,Meat,Europe,32,19,17,18,0,"0,53","0,6","1,2",5,"2,5",0,0,0,76,12:09,13:09,01:00,cont,50.02441255,8.555200257325986,49.0068908,2.5710819691019156,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,-1.1,-5.0,3.5,0.0,,140.0,6.6,20.4,1011.0,
2024-01-16,4Y008,FRA,CDG,Business,First,Hot Meal,Veg,Europe,32,19,13,13,0,"0,41","0,6","1,2","4,5","1,2",6,27,"7,2",83,12:09,13:09,01:00,cont,50.02441255,8.555200257325986,49.0068908,2.5710819691019156,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,-1.1,-5.0,3.5,0.0,,140.0,6.6,20.4,1011.0,
2024-01-16,4Y009,FRA,MAD,Business,First,Breakfast,,Europe,53,53,49,51,0,"0,92",1,1,0,0,0,0,0,87,13:04,15:04,02:00,cont,50.02441255,8.555200257325986,40.4952269,-3.573373302702902,-1.3,-6.1,3.1,0.0,0.0,208.0,13.7,36.0,1011.5,192.0,13.5,11.2,14.7,6.4,,199.0,15.8,,1012.0,
