date;flight_number;departure;destination;travel_class;service;component;dish_type;region;passengers;ratio;load_factor;price_per_dish;co2_per_item;departure_time;arrival_time;flight_duration;route
2025-01-16;4Y005;FRA;HND;Business;First;Main;Fish;Asia;49;0,4;1,2;6;3;13:37;03:37;10:00;intercont
2025-01-16;4Y005;FRA;HND;Business;First;Dessert;Cheese;Asia;49;0,6;1,2;3,5;1,8;13:37;03:37;10:00;intercont
2025-01-16;4Y005;FRA;HND;Business;First;Dessert;Sweet;Asia;49;0,6;1,2;2,5;0,8;13:37;03:37;10:00;intercont
2025-01-16;4Y005;FRA;HND;Business;Second;Breakfast;;Asia;49;1;1;0;0;13:37;03:37;10:00;intercont
2025-01-16;4Y005;FRA;HND;Business;Second;Dinner;Meat;Asia;49;0,6;1,2;5;2,5;13:37;03:37;10:00;intercont
2025-01-16;4Y005;FRA;HND;Business;Second;Dinner;Veg;Asia;49;0,6;1,2;4,5;1,2;13:37;03:37;10:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;First;Starter;Meat;South America;53;0,6;1,2;5;2,5;20:17;05:17;11:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;First;Starter;Veg;South America;53;0,6;1,2;4,5;1,2;20:17;05:17;11:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;First;Main;Meat;South America;53;0,4;1,2;5;2,5;20:17;05:17;11:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;First;Main;Veg;South America;53;0,4;1,2;4,5;1,2;20:17;05:17;11:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;First;Main;Fish;South America;53;0,4;1,2;6;3;20:17;05:17;11:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;First;Dessert;Cheese;South America;53;0,6;1,2;3,5;1,8;20:17;05:17;11:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;First;Dessert;Sweet;South America;53;0,6;1,2;2,5;0,8;20:17;05:17;11:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;Second;Breakfast;;South America;53;1;1;0;0;20:17;05:17;11:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;Second;Dinner;Meat;South America;53;0,6;1,2;5;2,5;20:17;05:17;11:00;intercont
2025-01-16;4Y006;FRA;GRU;Business;Second;Dinner;Veg;South America;53;0,6;1,2;4,5;1,2;20:17;05:17;11:00;intercont
2025-01-16;4Y007;FRA;LHR;Business;First;Breakfast;;Europe;51;1;1;0;0;10:01;11:01;01:00;cont
2025-01-16;4Y007;FRA;LHR;Business;First;Hot Meal;Meat;Europe;51;0,6;1,2;5;2,5;10:01;11:01;01:00;cont
2025-01-16;4Y007;FRA;LHR;Business;First;Hot Meal;Veg;Europe;51;0,6;1,2;4,5;1,2;10:01;11:01;01:00;cont
2025-01-16;4Y008;FRA;CDG;Business;First;Breakfast;;Europe;60;1;1;0;0;07:28;08:28;01:00;cont
2025-01-16;4Y008;FRA;CDG;Business;First;Hot Meal;Meat;Europe;60;0,6;1,2;5;2,5;07:28;08:28;01:00;cont
2025-01-16;4Y008;FRA;CDG;Business;First;Hot Meal;Veg;Europe;60;0,6;1,2;4,5;1,2;07:28;08:28;01:00;cont
2025-01-16;4Y009;FRA;MAD;Business;First;Breakfast;;Europe;40;1;1;0;0;09:01;11:01;02:00;cont
2025-01-16;4Y009;FRA;MAD;Business;First;Hot Meal;Meat;Europe;40;0,6;1,2;5;2,5;09:01;11:01;02:00;cont
2025-01-16;4Y009;FRA;MAD;Business;First;Hot Meal;Veg;Europe;40;0,6;1,2;4,5;1,2;09:01;11:01;02:00;cont
2025-01-16;4Y010;FRA;AMS;Business;First;Breakfast;;Europe;44;1;1;0;0;13:11;14:11;01:00;cont
2025-01-16;4Y010;FRA;AMS;Business;First;Hot Meal;Meat;Europe;44;0,6;1,2;5;2,5;13:11;14:11;01:00;cont
2025-01-16;4Y010;FRA;AMS;Business;First;Hot Meal;Veg;Europe;44;0,6;1,2;4,5;1,2;13:11;14:11;01:00;cont
2025-01-16;4Y011;FRA;BCN;Business;First;Breakfast;;Europe;50;1;1;0;0;15:29;17:29;02:00;cont
2025-01-16;4Y011;FRA;BCN;Business;First;Hot Meal;Meat;Europe;50;0,6;1,2;5;2,5;15:29;17:29;02:00;cont
2025-01-16;4Y011;FRA;BCN;Business;First;Hot Meal;Veg;Europe;50;0,6;1,2;4,5;1,2;15:29;17:29;02:00;cont
2025-01-16;4Y012;FRA;ZRH;Business;First;Breakfast;;Europe;32;1;1;0;0;19:29;20:29;01:00;cont
2025-01-16;4Y012;FRA;ZRH;Business;First;Hot Meal;Meat;Europe;32;0,6;1,2;5;2,5;19:29;20:29;01:00;cont
2025-01-16;4Y012;FRA;ZRH;Business;First;Hot Meal;Veg;Europe;32;0,6;1,2;4,5;1,2;19:29;20:29;01:00;cont
2025-01-17;4Y001;FRA;JFK;Business;First;Starter;Meat;North America;46;0,6;1,2;5;2,5;03:18;06:18;08:00;intercont
2025-01-17;4Y001;FRA;JFK;Business;First;Starter;Veg;North America;46;0,6;1,2;4,5;1,2;03:18;06:18;08:00;intercont
2025-01-17;4Y001;FRA;JFK;Business;First;Main;Meat;North America;46;0,4;1,2;5;2,5;03:18;06:18;08:00;intercont
2025-01-17;4Y001;FRA;JFK;Business;First;Main;Veg;North America;46;0,4;1,2;4,5;1,2;03:18;06:18;08:00;intercont
2025-01-17;4Y001;FRA;JFK;Business;First;Main;Fish;North America;46;0,4;1,2;6;3;03:18;06:18;08:00;intercont
2025-01-17;4Y001;FRA;JFK;Business;First;Dessert;Cheese;North America;46;0,6;1,2;3,5;1,8;03:18;06:18;08:00;intercont
2025-01-17;4Y001;FRA;JFK;Business;First;Dessert;Sweet;North America;46;0,6;1,2;2,5;0,8;03:18;06:18;08:00;intercont
2025-01-17;4Y001;FRA;JFK;Business;Second;Breakfast;;North America;46;1;1;0;0;03:18;06:18;08:00;intercont
2025-01-17;4Y001;FRA;JFK;Business;Second;Dinner;Meat;North America;46;0,6;1,2;5;2,5;03:18;06:18;08:00;intercont
2025-01-17;4Y001;FRA;JFK;Business;Second;Dinner;Veg;North America;46;0,6;1,2;4,5;1,2;03:18;06:18;08:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;First;Starter;Meat;Asia;45;0,6;1,2;5;2,5;06:19;14:19;12:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;First;Starter;Veg;Asia;45;0,6;1,2;4,5;1,2;06:19;14:19;12:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;First;Main;Meat;Asia;45;0,4;1,2;5;2,5;06:19;14:19;12:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;First;Main;Veg;Asia;45;0,4;1,2;4,5;1,2;06:19;14:19;12:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;First;Main;Fish;Asia;45;0,4;1,2;6;3;06:19;14:19;12:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;First;Dessert;Cheese;Asia;45;0,6;1,2;3,5;1,8;06:19;14:19;12:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;First;Dessert;Sweet;Asia;45;0,6;1,2;2,5;0,8;06:19;14:19;12:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;Second;Breakfast;;Asia;45;1;1;0;0;06:19;14:19;12:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;Second;Dinner;Meat;Asia;45;0,6;1,2;5;2,5;06:19;14:19;12:00;intercont
2025-01-17;4Y002;FRA;SIN;Business;Second;Dinner;Veg;Asia;45;0,6;1,2;4,5;1,2;06:19;14:19;12:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;First;Starter;Meat;North America;39;0,6;1,2;5;2,5;09:03;12:03;11:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;First;Starter;Veg;North America;39;0,6;1,2;4,5;1,2;09:03;12:03;11:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;First;Main;Meat;North America;39;0,4;1,2;5;2,5;09:03;12:03;11:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;First;Main;Veg;North America;39;0,4;1,2;4,5;1,2;09:03;12:03;11:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;First;Main;Fish;North America;39;0,4;1,2;6;3;09:03;12:03;11:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;First;Dessert;Cheese;North America;39;0,6;1,2;3,5;1,8;09:03;12:03;11:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;First;Dessert;Sweet;North America;39;0,6;1,2;2,5;0,8;09:03;12:03;11:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;Second;Breakfast;;North America;39;1;1;0;0;09:03;12:03;11:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;Second;Dinner;Meat;North America;39;0,6;1,2;5;2,5;09:03;12:03;11:00;intercont
2025-01-17;4Y003;FRA;LAX;Business;Second;Dinner;Veg;North America;39;0,6;1,2;4,5;1,2;09:03;12:03;11:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;First;Starter;Meat;Asia;44;0,6;1,2;5;2,5;12:19;05:49;10:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;First;Starter;Veg;Asia;44;0,6;1,2;4,5;1,2;12:19;05:49;10:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;First;Main;Meat;Asia;44;0,4;1,2;5;2,5;12:19;05:49;10:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;First;Main;Veg;Asia;44;0,4;1,2;4,5;1,2;12:19;05:49;10:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;First;Main;Fish;Asia;44;0,4;1,2;6;3;12:19;05:49;10:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;First;Dessert;Cheese;Asia;44;0,6;1,2;3,5;1,8;12:19;05:49;10:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;First;Dessert;Sweet;Asia;44;0,6;1,2;2,5;0,8;12:19;05:49;10:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;Second;Breakfast;;Asia;44;1;1;0;0;12:19;05:49;10:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;Second;Dinner;Meat;Asia;44;0,6;1,2;5;2,5;12:19;05:49;10:00;intercont
2025-01-17;4Y004;FRA;BKK;Business;Second;Dinner;Veg;Asia;44;0,6;1,2;4,5;1,2;12:19;05:49;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;First;Starter;Meat;Asia;33;0,6;1,2;5;2,5;06:12;20:12;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;First;Starter;Veg;Asia;33;0,6;1,2;4,5;1,2;06:12;20:12;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;First;Main;Meat;Asia;33;0,4;1,2;5;2,5;06:12;20:12;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;First;Main;Veg;Asia;33;0,4;1,2;4,5;1,2;06:12;20:12;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;First;Main;Fish;Asia;33;0,4;1,2;6;3;06:12;20:12;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;First;Dessert;Cheese;Asia;33;0,6;1,2;3,5;1,8;06:12;20:12;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;First;Dessert;Sweet;Asia;33;0,6;1,2;2,5;0,8;06:12;20:12;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;Second;Breakfast;;Asia;33;1;1;0;0;06:12;20:12;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;Second;Dinner;Meat;Asia;33;0,6;1,2;5;2,5;06:12;20:12;10:00;intercont
2025-01-17;4Y005;FRA;HND;Business;Second;Dinner;Veg;Asia;33;0,6;1,2;4,5;1,2;06:12;20:12;10:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;First;Starter;Meat;South America;45;0,6;1,2;5;2,5;00:38;09:38;11:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;First;Starter;Veg;South America;45;0,6;1,2;4,5;1,2;00:38;09:38;11:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;First;Main;Meat;South America;45;0,4;1,2;5;2,5;00:38;09:38;11:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;First;Main;Veg;South America;45;0,4;1,2;4,5;1,2;00:38;09:38;11:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;First;Main;Fish;South America;45;0,4;1,2;6;3;00:38;09:38;11:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;First;Dessert;Cheese;South America;45;0,6;1,2;3,5;1,8;00:38;09:38;11:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;First;Dessert;Sweet;South America;45;0,6;1,2;2,5;0,8;00:38;09:38;11:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;Second;Breakfast;;South America;45;1;1;0;0;00:38;09:38;11:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;Second;Dinner;Meat;South America;45;0,6;1,2;5;2,5;00:38;09:38;11:00;intercont
2025-01-17;4Y006;FRA;GRU;Business;Second;Dinner;Veg;South America;45;0,6;1,2;4,5;1,2;00:38;09:38;11:00;intercont
2025-01-17;4Y007;FRA;LHR;Business;First;Breakfast;;Europe;35;1;1;0;0;08:16;09:16;01:00;cont
2025-01-17;4Y007;FRA;LHR;Business;First;Hot Meal;Meat;Europe;35;0,6;1,2;5;2,5;08:16;09:16;01:00;cont
2025-01-17;4Y007;FRA;LHR;Business;First;Hot Meal;Veg;Europe;35;0,6;1,2;4,5;1,2;08:16;09:16;01:00;cont
2025-01-17;4Y008;FRA;CDG;Business;First;Breakfast;;Europe;56;1;1;0;0;12:02;13:02;01:00;cont
2025-01-17;4Y008;FRA;CDG;Business;First;Hot Meal;Meat;Europe;56;0,6;1,2;5;2,5;12:02;13:02;01:00;cont
2025-01-17;4Y008;FRA;CDG;Business;First;Hot Meal;Veg;Europe;56;0,6;1,2;4,5;1,2;12:02;13:02;01:00;cont
2025-01-17;4Y009;FRA;MAD;Business;First;Breakfast;;Europe;58;1;1;0;0;08:52;10:52;02:00;cont
2025-01-17;4Y009;FRA;MAD;Business;First;Hot Meal;Meat;Europe;58;0,6;1,2;5;2,5;08:52;10:52;02:00;cont
2025-01-17;4Y009;FRA;MAD;Business;First;Hot Meal;Veg;Europe;58;0,6;1,2;4,5;1,2;08:52;10:52;02:00;cont
2025-01-17;4Y010;FRA;AMS;Business;First;Breakfast;;Europe;48;1;1;0;0;13:04;14:04;01:00;cont
2025-01-17;4Y010;FRA;AMS;Business;First;Hot Meal;Meat;Europe;48;0,6;1,2;5;2,5;13:04;14:04;01:00;cont
2025-01-17;4Y010;FRA;AMS;Business;First;Hot Meal;Veg;Europe;48;0,6;1,2;4,5;1,2;13:04;14:04;01:00;cont
2025-01-17;4Y011;FRA;BCN;Business;First;Breakfast;;Europe;50;1;1;0;0;16:32;18:32;02:00;cont
2025-01-17;4Y011;FRA;BCN;Business;First;Hot Meal;Meat;Europe;50;0,6;1,2;5;2,5;16:32;18:32;02:00;cont
2025-01-17;4Y011;FRA;BCN;Business;First;Hot Meal;Veg;Europe;50;0,6;1,2;4,5;1,2;16:32;18:32;02:00;cont
2025-01-17;4Y012;FRA;ZRH;Business;First;Breakfast;;Europe;49;1;1;0;0;15:33;16:33;01:00;cont
2025-01-17;4Y012;FRA;ZRH;Business;First;Hot Meal;Meat;Europe;49;0,6;1,2;5;2,5;15:33;16:33;01:00;cont
2025-01-17;4Y012;FRA;ZRH;Business;First;Hot Meal;Veg;Europe;49;0,6;1,2;4,5;1,2;15:33;16:33;01:00;cont
2025-01-18;4Y001;FRA;JFK;Business;First;Starter;Meat;North America;58;0,6;1,2;5;2,5;10:23;13:23;08:00;intercont
2025-01-18;4Y001;FRA;JFK;Business;First;Starter;Veg;North America;58;0,6;1,2;4,5;1,2;10:23;13:23;08:00;intercont
2025-01-18;4Y001;FRA;JFK;Business;First;Main;Meat;North America;58;0,4;1,2;5;2,5;10:23;13:23;08:00;intercont
2025-01-18;4Y001;FRA;JFK;Business;First;Main;Veg;North America;58;0,4;1,2;4,5;1,2;10:23;13:23;08:00;intercont
2025-01-18;4Y001;FRA;JFK;Business;First;Main;Fish;North America;58;0,4;1,2;6;3;10:23;13:23;08:00;intercont
2025-01-18;4Y001;FRA;JFK;Business;First;Dessert;Cheese;North America;58;0,6;1,2;3,5;1,8;10:23;13:23;08:00;intercont
2025-01-18;4Y001;FRA;JFK;Business;First;Dessert;Sweet;North America;58;0,6;1,2;2,5;0,8;10:23;13:23;08:00;intercont
2025-01-18;4Y001;FRA;JFK;Business;Second;Breakfast;;North America;58;1;1;0;0;10:23;13:23;08:00;intercont
2025-01-18;4Y001;FRA;JFK;Business;Second;Dinner;Meat;North America;58;0,6;1,2;5;2,5;10:23;13:23;08:00;intercont
2025-01-18;4Y001;FRA;JFK;Business;Second;Dinner;Veg;North America;58;0,6;1,2;4,5;1,2;10:23;13:23;08:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;First;Starter;Meat;Asia;38;0,6;1,2;5;2,5;07:55;15:55;12:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;First;Starter;Veg;Asia;38;0,6;1,2;4,5;1,2;07:55;15:55;12:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;First;Main;Meat;Asia;38;0,4;1,2;5;2,5;07:55;15:55;12:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;First;Main;Veg;Asia;38;0,4;1,2;4,5;1,2;07:55;15:55;12:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;First;Main;Fish;Asia;38;0,4;1,2;6;3;07:55;15:55;12:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;First;Dessert;Cheese;Asia;38;0,6;1,2;3,5;1,8;07:55;15:55;12:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;First;Dessert;Sweet;Asia;38;0,6;1,2;2,5;0,8;07:55;15:55;12:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;Second;Breakfast;;Asia;38;1;1;0;0;07:55;15:55;12:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;Second;Dinner;Meat;Asia;38;0,6;1,2;5;2,5;07:55;15:55;12:00;intercont
2025-01-18;4Y002;FRA;SIN;Business;Second;Dinner;Veg;Asia;38;0,6;1,2;4,5;1,2;07:55;15:55;12:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;First;Starter;Meat;North America;34;0,6;1,2;5;2,5;14:10;17:10;11:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;First;Starter;Veg;North America;34;0,6;1,2;4,5;1,2;14:10;17:10;11:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;First;Main;Meat;North America;34;0,4;1,2;5;2,5;14:10;17:10;11:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;First;Main;Veg;North America;34;0,4;1,2;4,5;1,2;14:10;17:10;11:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;First;Main;Fish;North America;34;0,4;1,2;6;3;14:10;17:10;11:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;First;Dessert;Cheese;North America;34;0,6;1,2;3,5;1,8;14:10;17:10;11:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;First;Dessert;Sweet;North America;34;0,6;1,2;2,5;0,8;14:10;17:10;11:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;Second;Breakfast;;North America;34;1;1;0;0;14:10;17:10;11:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;Second;Dinner;Meat;North America;34;0,6;1,2;5;2,5;14:10;17:10;11:00;intercont
2025-01-18;4Y003;FRA;LAX;Business;Second;Dinner;Veg;North America;34;0,6;1,2;4,5;1,2;14:10;17:10;11:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;First;Starter;Meat;Asia;57;0,6;1,2;5;2,5;10:43;04:13;10:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;First;Starter;Veg;Asia;57;0,6;1,2;4,5;1,2;10:43;04:13;10:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;First;Main;Meat;Asia;57;0,4;1,2;5;2,5;10:43;04:13;10:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;First;Main;Veg;Asia;57;0,4;1,2;4,5;1,2;10:43;04:13;10:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;First;Main;Fish;Asia;57;0,4;1,2;6;3;10:43;04:13;10:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;First;Dessert;Cheese;Asia;57;0,6;1,2;3,5;1,8;10:43;04:13;10:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;First;Dessert;Sweet;Asia;57;0,6;1,2;2,5;0,8;10:43;04:13;10:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;Second;Breakfast;;Asia;57;1;1;0;0;10:43;04:13;10:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;Second;Dinner;Meat;Asia;57;0,6;1,2;5;2,5;10:43;04:13;10:00;intercont
2025-01-18;4Y004;FRA;BKK;Business;Second;Dinner;Veg;Asia;57;0,6;1,2;4,5;1,2;10:43;04:13;10:00;intercont
2025-01-18;4Y005;FRA;HND;Business;First;Starter;Meat;Asia;54;0,6;1,2;5;2,5;14:43;04:43;10:00;intercont
2025-01-18;4Y005;FRA;HND;Business;First;Starter;Veg;Asia;54;0,6;1,2;4,5;1,2;14:43;04:43;10:00;intercont
2025-01-18;4Y005;FRA;HND;Business;First;Main;Meat;Asia;54;0,4;1,2;5;2,5;14:43;04:43;10:00;intercont
2025-01-18;4Y005;FRA;HND;Business;First;Main;Veg;Asia;54;0,4;1,2;4,5;1,2;14:43;04:43;10:00;intercont
