date;flight_number;departure;destination;travel_class;service;component;dish_type;region;passengers;amount_loaded;amount_predicted_demand;amount_used;amount_missed_order;recommended_ratio;ratio;load_factor;price_per_dish;co2_per_item;items_saved;potential_cost_savings;potential_co2_savings;customer_satisfaction;departure_time;arrival_time;flight_duration;route
2024-01-16;4Y002;FRA;SIN;Business;First;Dessert;Sweet;Asia;51;30;24;24;0;0,47;0,6;1,2;2,5;0,8;6;15;4,8;80;13:16;21:16;12:00;intercont
2024-01-16;4Y002;FRA;SIN;Business;Second;Breakfast;;Asia;51;51;47;47;0;0,92;1;1;0;0;4;0;0;98;13:16;21:16;12:00;intercont
2024-01-16;4Y002;FRA;SIN;Business;Second;Dinner;Meat;Asia;51;30;24;25;0;0,47;0,6;1,2;5;2,5;0;0;0;66;13:16;21:16;12:00;intercont
2024-01-16;4Y002;FRA;SIN;Business;Second;Dinner;Veg;Asia;51;30;28;28;0;0,55;0,6;1,2;4,5;1,2;2;9;2,4;93;13:16;21:16;12:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;First;Starter;Meat;North America;49;29;26;26;0;0,53;0,6;1,2;5;2,5;3;15;7,5;95;13:49;16:49;11:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;First;Starter;Veg;North America;49;29;21;22;0;0,43;0,6;1,2;4,5;1,2;0;0;0;79;13:49;16:49;11:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;First;Main;Meat;North America;49;19;12;13;0;0,24;0,4;1,2;5;2,5;0;0;0;84;13:49;16:49;11:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;First;Main;Veg;North America;49;19;17;16;0;0,35;0,4;1,2;4,5;1,2;2;9;2,4;94;13:49;16:49;11:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;First;Main;Fish;North America;49;19;13;14;0;0,27;0,4;1,2;6;3;0;0;0;95;13:49;16:49;11:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;First;Dessert;Cheese;North America;49;29;25;24;0;0,51;0,6;1,2;3,5;1,8;4;14;7,2;88;13:49;16:49;11:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;First;Dessert;Sweet;North America;49;29;20;20;0;0,41;0,6;1,2;2,5;0,8;9;22,5;7,2;98;13:49;16:49;11:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;Second;Breakfast;;North America;49;49;35;37;0;0,71;1;1;0;0;0;0;0;91;13:49;16:49;11:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;Second;Dinner;Meat;North America;49;29;21;20;0;0,43;0,6;1,2;5;2,5;8;40;20;70;13:49;16:49;11:00;intercont
2024-01-16;4Y003;FRA;LAX;Business;Second;Dinner;Veg;North America;49;29;26;25;0;0,53;0,6;1,2;4,5;1,2;3;13,5;3,6;79;13:49;16:49;11:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;First;Starter;Meat;Asia;54;32;26;25;0;0,48;0,6;1,2;5;2,5;6;30;15;70;16:59;10:29;10:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;First;Starter;Veg;Asia;54;32;30;31;0;0,56;0,6;1,2;4,5;1,2;0;0;0;80;16:59;10:29;10:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;First;Main;Meat;Asia;54;21;18;18;0;0,33;0,4;1,2;5;2,5;3;15;7,5;81;16:59;10:29;10:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;First;Main;Veg;Asia;54;21;16;17;0;0,3;0,4;1,2;4,5;1,2;0;0;0;69;16:59;10:29;10:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;First;Main;Fish;Asia;54;21;18;18;0;0,33;0,4;1,2;6;3;3;18;9;70;16:59;10:29;10:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;First;Dessert;Cheese;Asia;54;32;24;24;0;0,44;0,6;1,2;3,5;1,8;8;28;14,4;98;16:59;10:29;10:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;First;Dessert;Sweet;Asia;54;32;25;26;0;0,46;0,6;1,2;2,5;0,8;0;0;0;83;16:59;10:29;10:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;Second;Breakfast;;Asia;54;54;48;49;0;0,89;1;1;0;0;0;0;0;66;16:59;10:29;10:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;Second;Dinner;Meat;Asia;54;32;24;25;0;0,44;0,6;1,2;5;2,5;0;0;0;85;16:59;10:29;10:00;intercont
2024-01-16;4Y004;FRA;BKK;Business;Second;Dinner;Veg;Asia;54;32;24;24;0;0,44;0,6;1,2;4,5;1,2;8;36;9,6;89;16:59;10:29;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;First;Starter;Meat;Asia;57;34;24;23;0;0,42;0,6;1,2;5;2,5;10;50;25;83;05:24;19:24;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;First;Starter;Veg;Asia;57;34;22;23;0;0,39;0,6;1,2;4,5;1,2;0;0;0;68;05:24;19:24;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;First;Main;Meat;Asia;57;22;17;17;0;0,3;0,4;1,2;5;2,5;5;25;12,5;75;05:24;19:24;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;First;Main;Veg;Asia;57;22;19;19;0;0,33;0,4;1,2;4,5;1,2;3;13,5;3,6;69;05:24;19:24;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;First;Main;Fish;Asia;57;22;16;15;0;0,28;0,4;1,2;6;3;6;36;18;77;05:24;19:24;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;First;Dessert;Cheese;Asia;57;34;31;29;0;0,54;0,6;1,2;3,5;1,8;3;10,5;5,4;72;05:24;19:24;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;First;Dessert;Sweet;Asia;57;34;27;26;0;0,47;0,6;1,2;2,5;0,8;7;17,5;5,6;97;05:24;19:24;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;Second;Breakfast;;Asia;57;57;49;51;0;0,86;1;1;0;0;0;0;0;82;05:24;19:24;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;Second;Dinner;Meat;Asia;57;34;28;28;0;0,49;0,6;1,2;5;2,5;6;30;15;89;05:24;19:24;10:00;intercont
2024-01-16;4Y005;FRA;HND;Business;Second;Dinner;Veg;Asia;57;34;23;24;0;0,4;0,6;1,2;4,5;1,2;0;0;0;68;05:24;19:24;10:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;First;Starter;Meat;South America;45;27;24;24;0;0,53;0,6;1,2;5;2,5;3;15;7,5;97;22:40;07:40;11:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;First;Starter;Veg;South America;45;27;26;26;0;0,58;0,6;1,2;4,5;1,2;1;4,5;1,2;99;22:40;07:40;11:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;First;Main;Meat;South America;45;18;14;14;0;0,31;0,4;1,2;5;2,5;4;20;10;69;22:40;07:40;11:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;First;Main;Veg;South America;45;18;14;14;0;0,31;0,4;1,2;4,5;1,2;4;18;4,8;97;22:40;07:40;11:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;First;Main;Fish;South America;45;18;13;13;0;0,29;0,4;1,2;6;3;5;30;15;78;22:40;07:40;11:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;First;Dessert;Cheese;South America;45;27;24;24;0;0,53;0,6;1,2;3,5;1,8;3;10,5;5,4;87;22:40;07:40;11:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;First;Dessert;Sweet;South America;45;27;27;26;0;0,6;0,6;1,2;2,5;0,8;0;0;0;75;22:40;07:40;11:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;Second;Breakfast;;South America;45;45;41;40;0;0,91;1;1;0;0;4;0;0;96;22:40;07:40;11:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;Second;Dinner;Meat;South America;45;27;20;20;0;0,44;0,6;1,2;5;2,5;7;35;17,5;94;22:40;07:40;11:00;intercont
2024-01-16;4Y006;FRA;GRU;Business;Second;Dinner;Veg;South America;45;27;19;19;0;0,42;0,6;1,2;4,5;1,2;8;36;9,6;86;22:40;07:40;11:00;intercont
2024-01-16;4Y007;FRA;LHR;Business;First;Breakfast;;Europe;49;49;42;42;0;0,86;1;1;0;0;7;0;0;90;02:23;03:23;01:00;cont
2024-01-16;4Y007;FRA;LHR;Business;First;Hot Meal;Meat;Europe;49;29;27;26;0;0,55;0,6;1,2;5;2,5;2;10;5;72;02:23;03:23;01:00;cont
2024-01-16;4Y007;FRA;LHR;Business;First;Hot Meal;Veg;Europe;49;29;27;27;0;0,55;0,6;1,2;4,5;1,2;2;9;2,4;97;02:23;03:23;01:00;cont
2024-01-16;4Y008;FRA;CDG;Business;First;Breakfast;;Europe;32;32;30;30;0;0,94;1;1;0;0;2;0;0;91;12:09;13:09;01:00;cont
2024-01-16;4Y008;FRA;CDG;Business;First;Hot Meal;Meat;Europe;32;19;17;18;0;0,53;0,6;1,2;5;2,5;0;0;0;76;12:09;13:09;01:00;cont
2024-01-16;4Y008;FRA;CDG;Business;First;Hot Meal;Veg;Europe;32;19;13;13;0;0,41;0,6;1,2;4,5;1,2;6;27;7,2;83;12:09;13:09;01:00;cont
2024-01-16;4Y009;FRA;MAD;Business;First;Breakfast;;Europe;53;53;49;51;0;0,92;1;1;0;0;0;0;0;87;13:04;15:04;02:00;cont
2024-01-16;4Y009;FRA;MAD;Business;First;Hot Meal;Meat;Europe;53;31;22;23;0;0,42;0,6;1,2;5;2,5;0;0;0;100;13:04;15:04;02:00;cont
2024-01-16;4Y009;FRA;MAD;Business;First;Hot Meal;Veg;Europe;53;31;32;31;1;0,6;0,6;1,2;4,5;1,2;0;0;0;98;13:04;15:04;02:00;cont
2024-01-16;4Y010;FRA;AMS;Business;First;Breakfast;;Europe;44;44;38;39;0;0,86;1;1;0;0;0;0;0;95;14:56;15:56;01:00;cont
2024-01-16;4Y010;FRA;AMS;Business;First;Hot Meal;Meat;Europe;44;26;25;26;4;0,57;0,6;1,2;5;2,5;0;0;0;96;14:56;15:56;01:00;cont
2024-01-16;4Y010;FRA;AMS;Business;First;Hot Meal;Veg;Europe;44;26;21;20;0;0,48;0,6;1,2;4,5;1,2;5;22,5;6;89;14:56;15:56;01:00;cont
2024-01-16;4Y011;FRA;BCN;Business;First;Breakfast;;Europe;31;31;25;24;0;0,81;1;1;0;0;6;0;0;94;14:25;16:25;02:00;cont
2024-01-16;4Y011;FRA;BCN;Business;First;Hot Meal;Meat;Europe;31;18;18;17;0;0,58;0,6;1,2;5;2,5;0;0;0;77;14:25;16:25;02:00;cont
2024-01-16;4Y011;FRA;BCN;Business;First;Hot Meal;Veg;Europe;31;18;14;14;0;0,45;0,6;1,2;4,5;1,2;4;18;4,8;93;14:25;16:25;02:00;cont
2024-01-16;4Y012;FRA;ZRH;Business;First;Breakfast;;Europe;50;50;42;41;0;0,84;1;1;0;0;8;0;0;67;17:55;18:55;01:00;cont
2024-01-16;4Y012;FRA;ZRH;Business;First;Hot Meal;Meat;Europe;50;30;28;28;0;0,56;0,6;1,2;5;2,5;2;10;5;76;17:55;18:55;01:00;cont
2024-01-16;4Y012;FRA;ZRH;Business;First;Hot Meal;Veg;Europe;50;30;29;30;1;0,58;0,6;1,2;4,5;1,2;0;0;0;86;17:55;18:55;01:00;cont
2024-01-17;4Y001;FRA;JFK;Business;First;Starter;Meat;North America;45;27;24;24;0;0,53;0,6;1,2;5;2,5;3;15;7,5;91;10:58;13:58;08:00;intercont
2024-01-17;4Y001;FRA;JFK;Business;First;Starter;Veg;North America;45;27;21;22;0;0,47;0,6;1,2;4,5;1,2;0;0;0;84;10:58;13:58;08:00;intercont
2024-01-17;4Y001;FRA;JFK;Business;First;Main;Meat;North America;45;18;19;18;5;0,42;0,4;1,2;5;2,5;0;0;0;93;10:58;13:58;08:00;intercont
2024-01-17;4Y001;FRA;JFK;Business;First;Main;Veg;North America;45;18;18;17;0;0,4;0,4;1,2;4,5;1,2;0;0;0;67;10:58;13:58;08:00;intercont
2024-01-17;4Y001;FRA;JFK;Business;First;Main;Fish;North America;45;18;15;15;0;0,33;0,4;1,2;6;3;3;18;9;79;10:58;13:58;08:00;intercont
2024-01-17;4Y001;FRA;JFK;Business;First;Dessert;Cheese;North America;45;27;22;23;0;0,49;0,6;1,2;3,5;1,8;0;0;0;65;10:58;13:58;08:00;intercont
2024-01-17;4Y001;FRA;JFK;Business;First;Dessert;Sweet;North America;45;27;22;22;0;0,49;0,6;1,2;2,5;0,8;5;12,5;4;84;10:58;13:58;08:00;intercont
2024-01-17;4Y001;FRA;JFK;Business;Second;Breakfast;;North America;45;45;39;39;0;0,87;1;1;0;0;6;0;0;100;10:58;13:58;08:00;intercont
2024-01-17;4Y001;FRA;JFK;Business;Second;Dinner;Meat;North America;45;27;19;18;0;0,42;0,6;1,2;5;2,5;8;40;20;70;10:58;13:58;08:00;intercont
2024-01-17;4Y001;FRA;JFK;Business;Second;Dinner;Veg;North America;45;27;27;27;1;0,6;0,6;1,2;4,5;1,2;0;0;0;76;10:58;13:58;08:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;First;Starter;Meat;Asia;40;24;20;19;0;0,5;0,6;1,2;5;2,5;4;20;10;84;11:25;19:25;12:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;First;Starter;Veg;Asia;40;24;24;24;2;0,6;0,6;1,2;4,5;1,2;0;0;0;100;11:25;19:25;12:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;First;Main;Meat;Asia;40;16;11;12;0;0,28;0,4;1,2;5;2,5;0;0;0;77;11:25;19:25;12:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;First;Main;Veg;Asia;40;16;16;15;0;0,4;0,4;1,2;4,5;1,2;0;0;0;74;11:25;19:25;12:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;First;Main;Fish;Asia;40;16;16;15;0;0,4;0,4;1,2;6;3;0;0;0;90;11:25;19:25;12:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;First;Dessert;Cheese;Asia;40;24;18;18;0;0,45;0,6;1,2;3,5;1,8;6;21;10,8;65;11:25;19:25;12:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;First;Dessert;Sweet;Asia;40;24;17;16;0;0,42;0,6;1,2;2,5;0,8;7;17,5;5,6;66;11:25;19:25;12:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;Second;Breakfast;;Asia;40;40;28;28;0;0,7;1;1;0;0;12;0;0;89;11:25;19:25;12:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;Second;Dinner;Meat;Asia;40;24;23;24;1;0,57;0,6;1,2;5;2,5;0;0;0;75;11:25;19:25;12:00;intercont
2024-01-17;4Y002;FRA;SIN;Business;Second;Dinner;Veg;Asia;40;24;22;22;0;0,55;0,6;1,2;4,5;1,2;2;9;2,4;88;11:25;19:25;12:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;First;Starter;Meat;North America;49;29;31;29;1;0,63;0,6;1,2;5;2,5;0;0;0;73;11:58;14:58;11:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;First;Starter;Veg;North America;49;29;22;23;0;0,45;0,6;1,2;4,5;1,2;0;0;0;66;11:58;14:58;11:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;First;Main;Meat;North America;49;19;16;17;0;0,33;0,4;1,2;5;2,5;0;0;0;81;11:58;14:58;11:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;First;Main;Veg;North America;49;19;19;19;5;0,39;0,4;1,2;4,5;1,2;0;0;0;99;11:58;14:58;11:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;First;Main;Fish;North America;49;19;18;19;5;0,37;0,4;1,2;6;3;0;0;0;78;11:58;14:58;11:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;First;Dessert;Cheese;North America;49;29;21;21;0;0,43;0,6;1,2;3,5;1,8;8;28;14,4;66;11:58;14:58;11:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;First;Dessert;Sweet;North America;49;29;27;28;0;0,55;0,6;1,2;2,5;0,8;0;0;0;96;11:58;14:58;11:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;Second;Breakfast;;North America;49;49;42;40;0;0,86;1;1;0;0;7;0;0;93;11:58;14:58;11:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;Second;Dinner;Meat;North America;49;29;21;21;0;0,43;0,6;1,2;5;2,5;8;40;20;65;11:58;14:58;11:00;intercont
2024-01-17;4Y003;FRA;LAX;Business;Second;Dinner;Veg;North America;49;29;31;29;2;0,63;0,6;1,2;4,5;1,2;0;0;0;89;11:58;14:58;11:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;First;Starter;Meat;Asia;42;25;18;19;0;0,43;0,6;1,2;5;2,5;0;0;0;90;18:25;11:55;10:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;First;Starter;Veg;Asia;42;25;22;23;0;0,52;0,6;1,2;4,5;1,2;0;0;0;95;18:25;11:55;10:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;First;Main;Meat;Asia;42;16;10;11;0;0,24;0,4;1,2;5;2,5;0;0;0;66;18:25;11:55;10:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;First;Main;Veg;Asia;42;16;17;16;2;0,4;0,4;1,2;4,5;1,2;0;0;0;66;18:25;11:55;10:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;First;Main;Fish;Asia;42;16;12;13;0;0,29;0,4;1,2;6;3;0;0;0;80;18:25;11:55;10:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;First;Dessert;Cheese;Asia;42;25;22;22;0;0,52;0,6;1,2;3,5;1,8;3;10,5;5,4;96;18:25;11:55;10:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;First;Dessert;Sweet;Asia;42;25;17;17;0;0,4;0,6;1,2;2,5;0,8;8;20;6,4;84;18:25;11:55;10:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;Second;Breakfast;;Asia;42;42;38;40;0;0,9;1;1;0;0;0;0;0;93;18:25;11:55;10:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;Second;Dinner;Meat;Asia;42;25;26;25;3;0,62;0,6;1,2;5;2,5;0;0;0;97;18:25;11:55;10:00;intercont
2024-01-17;4Y004;FRA;BKK;Business;Second;Dinner;Veg;Asia;42;25;20;21;0;0,48;0,6;1,2;4,5;1,2;0;0;0;94;18:25;11:55;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;First;Starter;Meat;Asia;57;34;31;30;0;0,54;0,6;1,2;5;2,5;3;15;7,5;87;09:34;23:34;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;First;Starter;Veg;Asia;57;34;31;32;0;0,54;0,6;1,2;4,5;1,2;0;0;0;76;09:34;23:34;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;First;Main;Meat;Asia;57;22;18;17;0;0,32;0,4;1,2;5;2,5;4;20;10;76;09:34;23:34;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;First;Main;Veg;Asia;57;22;18;19;0;0,32;0,4;1,2;4,5;1,2;0;0;0;72;09:34;23:34;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;First;Main;Fish;Asia;57;22;16;17;0;0,28;0,4;1,2;6;3;0;0;0;80;09:34;23:34;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;First;Dessert;Cheese;Asia;57;34;24;25;0;0,42;0,6;1,2;3,5;1,8;0;0;0;95;09:34;23:34;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;First;Dessert;Sweet;Asia;57;34;33;31;0;0,58;0,6;1,2;2,5;0,8;1;2,5;0,8;93;09:34;23:34;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;Second;Breakfast;;Asia;57;57;45;44;0;0,79;1;1;0;0;12;0;0;79;09:34;23:34;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;Second;Dinner;Meat;Asia;57;34;28;27;0;0,49;0,6;1,2;5;2,5;6;30;15;100;09:34;23:34;10:00;intercont
2024-01-17;4Y005;FRA;HND;Business;Second;Dinner;Veg;Asia;57;34;34;34;1;0,6;0,6;1,2;4,5;1,2;0;0;0;87;09:34;23:34;10:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;First;Starter;Meat;South America;42;25;22;21;0;0,52;0,6;1,2;5;2,5;3;15;7,5;81;16:36;01:36;11:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;First;Starter;Veg;South America;42;25;21;21;0;0,5;0,6;1,2;4,5;1,2;4;18;4,8;76;16:36;01:36;11:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;First;Main;Meat;South America;42;16;12;13;0;0,29;0,4;1,2;5;2,5;0;0;0;72;16:36;01:36;11:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;First;Main;Veg;South America;42;16;13;13;0;0,31;0,4;1,2;4,5;1,2;3;13,5;3,6;76;16:36;01:36;11:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;First;Main;Fish;South America;42;16;12;12;0;0,29;0,4;1,2;6;3;4;24;12;100;16:36;01:36;11:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;First;Dessert;Cheese;South America;42;25;23;23;0;0,55;0,6;1,2;3,5;1,8;2;7;3,6;76;16:36;01:36;11:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;First;Dessert;Sweet;South America;42;25;20;19;0;0,48;0,6;1,2;2,5;0,8;5;12,5;4;73;16:36;01:36;11:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;Second;Breakfast;;South America;42;42;34;33;0;0,81;1;1;0;0;8;0;0;82;16:36;01:36;11:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;Second;Dinner;Meat;South America;42;25;20;19;0;0,48;0,6;1,2;5;2,5;5;25;12,5;82;16:36;01:36;11:00;intercont
2024-01-17;4Y006;FRA;GRU;Business;Second;Dinner;Veg;South America;42;25;23;24;0;0,55;0,6;1,2;4,5;1,2;0;0;0;91;16:36;01:36;11:00;intercont
2024-01-17;4Y007;FRA;LHR;Business;First;Breakfast;;Europe;53;53;52;49;0;0,98;1;1;0;0;1;0;0;78;03:03;04:03;01:00;cont
2024-01-17;4Y007;FRA;LHR;Business;First;Hot Meal;Meat;Europe;53;31;31;29;0;0,58;0,6;1,2;5;2,5;0;0;0;71;03:03;04:03;01:00;cont
2024-01-17;4Y007;FRA;LHR;Business;First;Hot Meal;Veg;Europe;53;31;32;30;0;0,6;0,6;1,2;4,5;1,2;0;0;0;75;03:03;04:03;01:00;cont
2024-01-17;4Y008;FRA;CDG;Business;First;Breakfast;;Europe;50;50;46;45;0;0,92;1;1;0;0;4;0;0;88;09:38;10:38;01:00;cont
2024-01-17;4Y008;FRA;CDG;Business;First;Hot Meal;Meat;Europe;50;30;21;21;0;0,42;0,6;1,2;5;2,5;9;45;22,5;100;09:38;10:38;01:00;cont
2024-01-17;4Y008;FRA;CDG;Business;First;Hot Meal;Veg;Europe;50;30;26;25;0;0,52;0,6;1,2;4,5;1,2;4;18;4,8;89;09:38;10:38;01:00;cont
2024-01-17;4Y009;FRA;MAD;Business;First;Breakfast;;Europe;32;32;29;30;0;0,91;1;1;0;0;0;0;0;72;11:14;13:14;02:00;cont
2024-01-17;4Y009;FRA;MAD;Business;First;Hot Meal;Meat;Europe;32;19;20;19;5;0,62;0,6;1,2;5;2,5;0;0;0;97;11:14;13:14;02:00;cont
2024-01-17;4Y009;FRA;MAD;Business;First;Hot Meal;Veg;Europe;32;19;17;16;0;0,53;0,6;1,2;4,5;1,2;2;9;2,4;91;11:14;13:14;02:00;cont
2024-01-17;4Y010;FRA;AMS;Business;First;Breakfast;;Europe;34;34;34;34;1;1;1;1;0;0;0;0;0;70;10:33;11:33;01:00;cont
2024-01-17;4Y010;FRA;AMS;Business;First;Hot Meal;Meat;Europe;34;20;19;20;2;0,56;0,6;1,2;5;2,5;0;0;0;97;10:33;11:33;01:00;cont
2024-01-17;4Y010;FRA;AMS;Business;First;Hot Meal;Veg;Europe;34;20;17;16;0;0,5;0,6;1,2;4,5;1,2;3;13,5;3,6;74;10:33;11:33;01:00;cont
2024-01-17;4Y011;FRA;BCN;Business;First;Breakfast;;Europe;48;48;39;41;0;0,81;1;1;0;0;0;0;0;91;13:19;15:19;02:00;cont
2024-01-17;4Y011;FRA;BCN;Business;First;Hot Meal;Meat;Europe;48;28;29;28;1;0,6;0,6;1,2;5;2,5;0;0;0;68;13:19;15:19;02:00;cont
2024-01-17;4Y011;FRA;BCN;Business;First;Hot Meal;Veg;Europe;48;28;27;27;0;0,56;0,6;1,2;4,5;1,2;1;4,5;1,2;71;13:19;15:19;02:00;cont
